2025-03-17 15:25:16,522 INFO    StreamThr :7564 [internal.py:wandb_internal():85] W&B internal server running at pid: 7564, started at: 2025-03-17 15:25:16.522423
2025-03-17 15:25:16,522 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: status
2025-03-17 15:25:16,529 INFO    WriterThread:7564 [datastore.py:open_for_write():87] open: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\run-pq9tm8ni.wandb
2025-03-17 15:25:16,529 DEBUG   SenderThread:7564 [sender.py:send():391] send: header
2025-03-17 15:25:16,569 DEBUG   SenderThread:7564 [sender.py:send():391] send: run
2025-03-17 15:25:17,157 INFO    SenderThread:7564 [dir_watcher.py:__init__():211] watching files in: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files
2025-03-17 15:25:17,157 INFO    SenderThread:7564 [sender.py:_start_run_threads():1200] run started: pq9tm8ni with start time 1742196316.522423
2025-03-17 15:25:17,178 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: check_version
2025-03-17 15:25:17,179 DEBUG   SenderThread:7564 [sender.py:send_request():418] send_request: check_version
2025-03-17 15:25:17,269 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: run_start
2025-03-17 15:25:17,300 DEBUG   HandlerThread:7564 [system_info.py:__init__():26] System info init
2025-03-17 15:25:17,300 DEBUG   HandlerThread:7564 [system_info.py:__init__():41] System info init done
2025-03-17 15:25:17,300 INFO    HandlerThread:7564 [system_monitor.py:start():194] Starting system monitor
2025-03-17 15:25:17,300 INFO    SystemMonitor:7564 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-17 15:25:17,300 INFO    HandlerThread:7564 [system_monitor.py:probe():214] Collecting system info
2025-03-17 15:25:17,300 INFO    SystemMonitor:7564 [interfaces.py:start():188] Started cpu monitoring
2025-03-17 15:25:17,300 INFO    SystemMonitor:7564 [interfaces.py:start():188] Started disk monitoring
2025-03-17 15:25:17,300 INFO    SystemMonitor:7564 [interfaces.py:start():188] Started gpu monitoring
2025-03-17 15:25:17,318 INFO    SystemMonitor:7564 [interfaces.py:start():188] Started memory monitoring
2025-03-17 15:25:17,333 DEBUG   HandlerThread:7564 [system_info.py:probe():152] Probing system
2025-03-17 15:25:17,333 INFO    SystemMonitor:7564 [interfaces.py:start():188] Started network monitoring
2025-03-17 15:25:17,334 DEBUG   HandlerThread:7564 [system_info.py:_probe_git():137] Probing git
2025-03-17 15:25:17,399 DEBUG   HandlerThread:7564 [system_info.py:_probe_git():145] Probing git done
2025-03-17 15:25:17,399 DEBUG   HandlerThread:7564 [system_info.py:probe():200] Probing system done
2025-03-17 15:25:17,399 DEBUG   HandlerThread:7564 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.14', 'heartbeatAt': '2025-03-17T07:25:17.333319', 'startedAt': '2025-03-17T07:25:16.506854', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\fenel\\Documents\\dcase2024_task1_baseline\\qat_1.py', 'codePathLocal': 'qat_1.py', 'codePath': 'qat_1.py', 'git': {'remote': 'https://github.com/akarifrites/moodeng_is_cute.git', 'commit': '0ef53f9732f41fdbabc0466c4f6dbbecbfe3e448'}, 'email': 'fenellachua@gmail.com', 'root': 'C:/Users/fenel/Documents/dcase2024_task1_baseline', 'host': 'Akari', 'username': 'fenel', 'executable': 'C:\\Users\\fenel\\anaconda3\\envs\\d24_t1\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2304.0, 'min': 0.0, 'max': 2304.0}, 'cpu_freq_per_core': [{'current': 2304.0, 'min': 0.0, 'max': 2304.0}], 'disk': {'/': {'total': 475.83886337280273, 'used': 468.62049102783203}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.588001251220703}}
2025-03-17 15:25:17,399 INFO    HandlerThread:7564 [system_monitor.py:probe():224] Finished collecting system info
2025-03-17 15:25:17,399 INFO    HandlerThread:7564 [system_monitor.py:probe():227] Publishing system info
2025-03-17 15:25:17,399 DEBUG   HandlerThread:7564 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2025-03-17 15:25:18,175 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\conda-environment.yaml
2025-03-17 15:25:21,598 DEBUG   HandlerThread:7564 [system_info.py:_save_conda():224] Saving conda packages done
2025-03-17 15:25:21,598 INFO    HandlerThread:7564 [system_monitor.py:probe():229] Finished publishing system info
2025-03-17 15:25:21,614 DEBUG   SenderThread:7564 [sender.py:send():391] send: files
2025-03-17 15:25:21,614 INFO    SenderThread:7564 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2025-03-17 15:25:21,614 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: status_report
2025-03-17 15:25:21,811 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: python_packages
2025-03-17 15:25:21,811 DEBUG   SenderThread:7564 [sender.py:send_request():418] send_request: python_packages
2025-03-17 15:25:21,811 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: stop_status
2025-03-17 15:25:21,811 DEBUG   SenderThread:7564 [sender.py:send_request():418] send_request: stop_status
2025-03-17 15:25:21,811 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:22,203 DEBUG   SenderThread:7564 [sender.py:send():391] send: telemetry
2025-03-17 15:25:22,203 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\conda-environment.yaml
2025-03-17 15:25:22,203 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\requirements.txt
2025-03-17 15:25:22,203 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\wandb-metadata.json
2025-03-17 15:25:22,524 INFO    wandb-upload_0:7564 [upload_job.py:push():130] Uploaded file C:\Users\fenel\AppData\Local\Temp\tmp4qknpfo9wandb\ll792e3l-wandb-metadata.json
2025-03-17 15:25:22,836 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:23,206 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\output.log
2025-03-17 15:25:23,837 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:24,837 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:25,261 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\output.log
2025-03-17 15:25:25,843 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:26,279 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\output.log
2025-03-17 15:25:26,817 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: status_report
2025-03-17 15:25:26,858 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:27,873 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:28,885 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:29,897 DEBUG   HandlerThread:7564 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 15:25:30,295 INFO    Thread-16 :7564 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_152516-pq9tm8ni\files\output.log
